Word	Type	Frequency
today	C	704
we	F	1120
are	F	1233
here	F	573
the	F	13447
investigatory	C	142
procedure	C	587
of	F	2357
theft	C	95
case	C	1405
number	C	867
i	F	3618
am	F	253
for	F	1917
as	F	625
an	F	747
interpreter	C	126
promise	C	130
to	F	6586
faithfully	C	123
and	F	3482
honestly	C	122
interpret	C	60
what	F	1643
is	F	3940
stated	C	161
in	F	2829
this	F	1604
court	C	1347
deliberately	C	111
making	C	125
false	C	124
interpretation	C	120
violation	C	139
perjury	C	122
will	F	1442
apply	C	132
defendant	C	913
your	F	3917
name	C	437
please	C	746
passport	C	189
ac44432189	X	41
mailing	C	245
address	C	275
you	F	10083
have	F	2549
following	C	43
rights	C	298
obligations	C	92
first	C	445
right	C	1220
remain	C	157
silent	C	167
do	F	2027
not	F	830
make	C	347
any	F	923
statement	C	238
against	F	219
second	C	189
a	F	2044
lawyer	C	344
if	F	940
come	C	391
from	F	446
low	C	199
income	C	269
family	C	244
medium	C	99
or	F	669
aborigine	C	126
meet	C	182
other	F	477
qualifications	C	108
set	C	243
by	F	399
law	C	180
may	C	508
ask	C	896
legal	C	135
assistance	C	161
third	C	94
investigate	C	427
evidence	C	524
which	F	356
help	C	471
with	F	1586
fully	C	187
understand	C	841
plaintiff	C	415
   is	X	1
my	F	1268
id	C	113
h228489212	X	45
5th	X	64
no	F	385
xue	C	12
fu	C	17
road	C	77
sanxia	C	37
district	C	74
new	C	89
taipei	C	143
city	C	141
incident	C	122
happened	C	447
on	F	1157
22nd	X	2
mr	C	43
anderson	C	48
took	C	336
umbrella	C	1261
ms	C	133
   	X	82
yingge	C	72
ceramics	C	83
museum	C	211
without	C	94
asking	C	42
permission	C	8
when	F	765
returned	C	32
found	C	379
that	F	4129
behavior	C	36
scene	C	10
therefore	C	177
filed	C	113
s	F	1684
would	C	397
like	C	242
details	C	109
day	C	634
explain	C	162
regarding	C	11
questions	C	250
prosecutor	C	245
later	C	84
about	F	630
where	F	234
were	F	227
at	F	1063
afternoon	C	14
27th	X	90
did	F	1088
see	C	215
chen	C	362
then	F	542
time	C	477
why	F	608
think	C	296
stole	C	63
her	F	585
mean	C	848
borrowed	C	42
was	F	1145
actually	C	36
adam	C	47
remember	C	70
color	C	105
shape	C	49
entire	C	3
blue	C	153
there	F	750
anyone	C	89
who	F	310
prove	C	105
said	C	262
perhaps	C	4
professor	C	44
those	F	88
two	C	285
classmates	C	37
can	F	1004
verify	C	53
true	C	65
ok	C	227
now	F	495
detail	C	32
could	C	214
elaborate	C	48
went	C	158
it	F	1416
raining	C	81
entered	C	32
put	C	111
rack	C	75
however	C	164
came	C	111
out	F	236
form	C	17
missing	C	14
asked	C	197
staff	C	34
me	F	314
find	C	150
but	F	287
saw	C	81
putting	C	3
back	C	367
he	F	1962
mine	C	32
very	F	164
angry	C	44
him	F	415
had	F	275
taken	C	36
how	F	501
feature	C	35
should	F	146
been	F	121
dark	C	34
show	C	111
page	C	187
five	C	38
file	C	171
one	C	344
belonging	C	8
yes	C	245
photo	C	34
common	C	41
people	C	116
buy	C	34
such	F	51
even	C	175
yours	F	54
button	C	45
little	C	48
broken	C	40
hard	C	12
buckle	C	6
up	F	187
terms	C	24
especially	C	30
talked	C	12
made	C	57
record	C	103
police	C	223
station	C	41
foreigner	C	121
also	C	257
be	F	623
proven	C	3
regrets	C	11
willing	C	68
apologize	C	71
forgive	C	70
after	F	580
all	F	264
missed	C	32
personality	C	2
totally	C	5
wet	C	16
got	C	107
home	C	105
don	F	368
t	F	998
want	C	818
subpoena	C	133
three	C	153
witnesses	C	53
testimony	C	1
next	C	298
date	C	146
june	C	106
19th	X	30
okay	C	222
decide	C	19
whether	C	60
mainly	C	58
fellows	C	1
doesn	F	62
matter	C	19
otherwise	C	9
take	C	315
leave	C	105
job	C	169
dismissed	C	36
parties	C	185
sign	C	58
records	C	12
translate	C	123
m	F	348
going	C	343
inform	C	140
statements	C	31
financial	C	109
status	C	112
falls	C	27
under	F	51
poverty	C	33
line	C	55
shiao	C	6
chien	C	39
floor	C	122
room	C	62
xuefu	C	28
paul	C	33
accused	C	173
stealing	C	31
action	C	35
wasn	F	8
aware	C	9
return	C	55
caught	C	24
she	F	644
decided	C	69
figure	C	10
answer	C	158
so	F	2226
question	C	128
both	F	386
15pm	X	5
say	C	150
belonged	C	14
classmate	C	20
whole	C	46
just	F	622
these	F	226
manage	C	2
further	F	111
inquire	C	12
state	C	102
gone	C	33
look	C	88
his	F	859
hand	C	28
didn	F	349
know	C	497
outside	C	42
someone	C	74
brought	C	67
guess	C	4
navy	C	2
picture	C	107
quite	C	36
normal	C	41
ones	C	3
sure	C	99
belongs	C	36
indeed	C	28
bought	C	53
bit	C	32
place	C	74
close	C	11
according	C	123
point	C	96
same	F	216
characteristics	C	6
consider	C	52
accept	C	31
apology	C	11
only	F	99
something	C	48
related	C	31
basic	C	16
ethics	C	7
wants	C	78
walk	C	8
pouring	C	4
rain	C	26
send	C	148
them	F	81
process	C	31
3pm	X	7
choose	C	36
basically	C	29
well	C	109
extra	C	32
off	F	70
end	C	112
null	C	288
ac4432189	X	1
obligation	C	37
xiao	C	36
qian	C	17
fifth	C	41
four	C	131
xuei	C	1
san	C	1
xia	C	1
twenty	C	30
seventh	C	10
ceramic	C	11
informed	C	6
tried	C	54
ll	F	55
happening	C	9
party	C	122
doing	F	29
pm	C	122
seven	C	33
miss	C	151
steal	C	24
belong	C	24
friend	C	60
kind	C	94
proved	C	5
verified	C	7
questioning	C	9
disappeared	C	7
staffs	C	2
yelled	C	3
tell	C	190
deep	C	15
many	C	115
convenient	C	15
stores	C	5
problem	C	63
locked	C	1
pretty	C	3
reconcile	C	6
settle	C	15
go	C	297
hime	C	3
witness	C	134
nineteenth	C	4
dismiss	C	13
hsao	C	3
5f	X	16
hsua	C	1
shan	F	1
hsai	C	1
suited	C	1
because	F	473
cheng	C	27
yinge	C	8
situation	C	144
purpose	C	84
plaintiss	C	1
borrow	C	6
words	C	49
mentioned	C	232
enter	C	5
really	C	131
inquired	C	1
reason	C	136
characteristic	C	11
check	C	193
everywhere	C	2
couldn	F	13
buckled	C	1
explained	C	21
called	C	28
regretful	C	8
possible	C	32
person	C	306
virtue	C	1
attend	C	15
inquiry	C	11
some	F	510
ends	C	34
before	F	135
investigation	C	39
fl	C	10
rd	C	59
dist	C	29
march	C	6
visiting	C	1
knowing	C	3
turn	C	9
files	C	19
lawsuit	C	32
clear	C	18
adan	C	3
told	C	71
they	F	311
into	F	151
noticed	C	23
lost	C	13
notice	C	12
lack	C	3
morality	C	7
specific	C	9
charateristics	C	1
broke	C	2
recognize	C	7
explanation	C	58
regret	C	13
issue	C	26
get	C	404
clarify	C	47
fine	C	39
welcome	C	3
      stealing   	X	1
 1425     	X	1
hsau	C	1
no132	X	1
ying	C	13
ge	C	13
give	C	166
sued	C	31
p	C	128
still	C	297
insist	C	11
type	C	8
innocent	C	1
friends	C	41
arrive	C	28
deliberate	C	4
gave	C	127
page5	X	5
pictures	C	3
store	C	31
sue	C	17
has	F	390
character	C	3
o	F	35
clock	C	26
number1425	X	6
robbery	C	2
qualified	C	1
qualification	C	22
plase	C	1
xiaoqian	C	21
sansia	C	1
taking	C	24
conscious	C	2
wanted	C	125
too	F	109
fifteen	C	12
memory	C	2
anybody	C	8
happen	C	31
hold	C	8
heavily	C	2
specialty	C	2
might	C	60
taiwan	C	652
convenience	C	18
cannot	C	64
together	C	80
office	C	5
features	C	10
points	C	1
saying	C	39
heavy	C	7
3p	X	3
won	F	44
waiver	C	2
telling	C	20
condition	C	23
guilty	C	2
need	C	135
us	C	158
left	C	9
thing	C	48
easily	C	8
reach	C	11
settlement	C	26
moral	C	18
maybe	C	25
needed	C	26
necessary	C	62
undertand	C	1
xuan	C	1
hen	C	3
xian	C	1
ne	C	1
incidient	C	1
notifying	C	6
spot	C	9
sides	C	15
27t	X	1
15p	X	3
wang	C	145
persons	C	5
mention	C	39
let	C	214
does	F	245
claim	C	7
easy	C	11
lock	C	2
part	C	80
mu	C	5
report	C	41
reported	C	22
specifics	C	1
sot	C	1
sense	C	7
public	C	4
norm	C	1
big	C	21
jun	C	1
re	F	121
cease	C	1
met	C	85
xie	C	1
visited	C	8
our	F	101
prosecutors	C	6
more	F	203
describe	C	36
front	C	51
door	C	8
angrily	C	3
specifically	C	10
document	C	16
plain	C	3
confirm	C	47
park	C	23
shared	C	51
depends	C	3
wouldn	F	23
adjourned	C	21
th3	X	1
ninth	C	15
hsiao	C	18
informing	C	8
returning	C	5
iunderstand	C	1
testify	C	2
believe	C	16
11convenient	X	1
work	C	194
sorry	C	5
bring	C	211
huge	C	3
teacher	C	213
shu	C	2
ai	C	18
keep	C	41
known	C	10
immediately	C	4
moment	C	8
result	C	49
size	C	2
wholly	C	2
hope	C	93
investingate	C	1
questioned	C	7
away	C	60
most	F	11
confirmed	C	7
bottom	C	9
order	C	47
ve	F	58
already	C	69
since	C	65
run	C	3
addition	C	55
dash	C	2
hundred	C	33
thirty	C	15
happens	C	5
try	C	35
innocence	C	3
briefly	C	4
helping	C	14
impolite	C	4
umbrellas	C	7
everybody	C	3
fold	C	2
special	C	30
regarded	C	4
wiliness	C	1
explanations	C	4
fellow	C	1
paper	C	12
unmbrellea	C	1
exact	C	9
agaginst	C	1
understanding	C	10
used	C	23
specificly	C	2
probably	C	6
anything	C	185
carrying	C	10
furious	C	4
empathy	C	3
marks	C	1
damage	C	8
opening	C	1
th	C	3
trait	C	6
deal	C	34
hadnt	C	1
must	C	17
walked	C	4
way	C	43
supoena	C	1
basicly	C	1
supeonas	C	1
hsio	C	3
rm	C	1
unknown	C	1
officer	C	10
meets	C	5
at3	X	1
manly	C	1
professors	C	3
siao	C	7
cian	C	12
addresses	C	1
xuefy	C	1
sanxua	C	1
defend	C	2
defendand	C	1
retunt	C	1
umberlla	C	1
main	C	51
always	C	80
deffendat	C	1
rememer	C	1
colore	C	1
truth	C	12
cour	C	2
imvestigate	C	1
rainy	C	22
track	C	4
exactly	C	21
everyone	C	14
flaws	C	1
tidily	C	1
described	C	2
july	C	6
arrangement	C	8
number132	X	4
yigge	C	2
move	C	56
musem	C	1
search	C	11
finally	C	2
defect	C	1
attached	C	2
closely	C	1
backed	C	1
regrettable	C	1
course	C	126
concerned	C	8
choice	C	10
preparing	C	15
truthfully	C	3
inter	C	1
applied	C	2
fall	C	7
below	F	8
shaw	C	1
chan	C	2
again	F	48
planned	C	14
pressed	C	3
charge	C	6
happ	C	1
side	C	48
ho	C	2
um	C	22
recall	C	2
vertify	C	2
description	C	3
suppose	C	2
book	C	33
evident	C	5
looks	C	2
yeah	C	3
function	C	3
knew	C	12
thought	C	29
held	C	9
welcomed	C	1
adders	C	1
room4	X	1
  road	X	14
picking	C	6
figured	C	1
may27th	X	1
fits	C	1
somebody	C	24
finished	C	70
exhibition	C	9
finding	C	4
foreigners	C	9
shares	C	1
sincerely	C	3
attitudes	C	2
sopeanas	C	1
june19th	X	1
documents	C	4
trial	C	47
shue	C	1
sansix	C	1
looked	C	8
over	F	39
above	F	17
foreign	C	83
coming	C	7
wanting	C	2
responsibility	C	4
traits	C	2
ordinary	C	20
possesses	C	1
cares	C	3
others	C	28
plantiff	C	20
trying	C	14
evening	C	6
general	C	1
locker	C	1
luck	C	1
carefully	C	2
june19	X	1
3clock	X	1
finish	C	143
signing	C	2
notify	C	17
middle	C	14
requirements	C	5
identification	C	3
inge	C	2
act	C	35
committed	C	13
beforehand	C	1
red	C	2
handed	C	3
goal	C	11
accordingly	C	2
able	C	20
wish	C	32
placed	C	4
realized	C	13
hands	C	22
emphasized	C	2
warrants	C	1
d	F	9
sanshia	C	2
its	F	11
owner	C	55
procedures	C	3
year	C	63
claimed	C	3
proof	C	12
play	C	5
role	C	30
else	C	40
entering	C	2
workers	C	73
young	C	21
man	C	65
loudly	C	1
conscience	C	4
symbols	C	1
purchased	C	1
wrong	C	21
clearly	C	11
moreover	C	25
apologized	C	2
showed	C	16
accidentally	C	1
hey	C	2
shows	C	13
assume	C	4
being	F	22
open	C	47
plus	C	9
during	F	24
including	C	4
paid	C	4
visit	C	39
consent	C	1
story	C	1
besides	C	86
personnel	C	1
commonly	C	1
assure	C	4
among	C	4
  theft       	X	1
   1425   	X	1
shao	C	1
realize	C	8
investifate	C	1
holding	C	3
pattern	C	2
ivestigatory	C	1
confrim	C	1
subpeona	C	1
incidence	C	1
takes	C	5
rained	C	3
working	C	64
regretted	C	4
plan	C	61
days	C	47
interpretor	C	1
r	C	6
7th	X	2
anymore	C	19
discovered	C	12
discover	C	3
done	C	17
file1	X	1
eleven	C	6
stolen	C	6
ya	C	1
piece	C	2
foreinger	C	1
subpena	C	1
option	C	1
free	C	4
read	C	23
4th	X	8
actual	C	1
fact	C	10
umm	C	73
while	F	15
shameful	C	1
supposed	C	16
script	C	22
signature	C	1
proceeding	C	59
25th	X	26
real	C	31
adjourn	C	1
intentionally	C	8
11th	X	1
accuser	C	318
original	C	15
belog	C	1
speak	C	20
curators	C	1
exhibit	C	28
damaged	C	6
item	C	2
apoliogizes	C	1
signed	C	5
thief	C	3
sold	C	2
every	C	53
closed	C	5
forget	C	2
pour	C	1
purjery	C	2
a444432189	X	1
der	C	2
prosecuted	C	26
involved	C	4
filled	C	2
surface	C	1
happend	C	1
confidence	C	2
push	C	15
important	C	4
humanity	C	1
ticket	C	1
available	C	11
anystatement	C	1
better	C	50
meant	C	34
particular	C	4
merely	C	10
regular	C	41
packed	C	1
properly	C	1
matched	C	2
believed	C	2
remorse	C	1
through	F	40
location	C	14
yingee	C	2
site	C	1
mrs	C	7
janitor	C	1
behave	C	1
anywhere	C	2
damages	C	1
around	C	26
guy	C	8
oh	C	10
00p	X	1
either	C	9
immoral	C	4
exbit1	X	1
problems	C	27
emphasize	C	3
officers	C	3
apologizes	C	3
forgiving	C	1
00pm	X	2
another	C	118
nor	F	1
chain	C	1
  	X	12
noticing	C	2
turned	C	7
suit	C	19
easier	C	1
happed	C	1
super	C	1
regretness	C	1
principle	C	2
merit	C	1
ever	C	40
  district	X	3
offices	C	1
mad	C	3
ideas	C	3
display	C	3
determine	C	3
appear	C	5
adultery	C	247
ac444432189	X	1
announce	C	3
behalf	C	9
wtill	C	1
ensure	C	1
feels	C	1
small	C	16
28th	X	1
witnessed	C	4
thanks	C	4
leava	C	1
judge	C	35
shaper	C	1
fix	C	3
sincerity	C	3
regression	C	1
means	C	67
subpoenas	C	3
chiang	C	4
series	C	3
seen	C	7
sympathy	C	1
seems	C	31
genuinely	C	1
students	C	3
proceedings	C	6
incidents	C	1
25f	X	2
based	C	27
afterwards	C	15
values	C	2
enterd	C	1
members	C	2
integrity	C	1
preparatory	C	158
delivering	C	2
talk	C	55
reply	C	4
full	C	39
weather	C	2
worker	C	171
heart	C	1
remembered	C	1
undertook	C	1
nest	C	1
stay	C	49
write	C	4
thus	C	6
charges	C	2
felt	C	4
selfish	C	1
5of	X	1
specially	C	1
whom	F	8
session	C	1
h	C	2
eight	C	26
nine	C	25
notification	C	3
focus	C	20
word	C	15
inside	C	25
faculty	C	1
crazy	C	1
different	C	5
match	C	5
things	C	31
completely	C	1
control	C	2
needs	C	28
ac44432186	X	1
meseum	C	1
17th	X	1
support	C	3
investigator	C	4
leaving	C	4
certainly	C	2
pardon	C	2
delibera	C	2
ugh	C	93
umbre	C	1
head	C	2
officials	C	2
several	C	43
times	C	30
wrapped	C	1
ways	C	6
alright	C	17
defen	C	1
attended	C	2
situ	C	1
toward	C	10
thank	C	15
section	C	37
sort	C	5
accuse	C	13
area	C	6
filing	C	8
morals	C	1
ac444463289	X	1
giving	C	12
 understand	X	1
fifteenth	C	8
own	F	26
chance	C	14
 r	X	1
major	C	7
finishing	C	9
investing	C	3
covered	C	1
rest	C	16
scrip	C	1
interpretations	C	2
h2284893212	X	1
present	C	6
few	F	43
ethically	C	1
irresponsible	C	1
buttons	C	2
fixed	C	21
qualities	C	1
shall	C	3
permit	C	1
live	C	221
responsibilities	C	4
speaking	C	9
advocate	C	1
good	C	50
abus	C	12
gashion	C	13
september	C	49
15th	X	34
helmet	C	82
motorcycle	C	148
numbered	C	1
kb405	X	15
international	C	72
taoyuan	C	72
airport	C	120
parking	C	91
lot	C	74
videotape	C	2
pick	C	32
terminal	C	10
cap	C	75
hat	C	32
9am	X	4
february	C	24
paying	C	4
money	C	44
fourth	C	14
aforementioned	C	2
silence	C	11
obey	C	3
mind	C	15
hire	C	51
layer	C	3
benifit	C	1
gucci	C	1
kcf  	X	1
victim	C	93
call	C	59
en	C	3
video	C	14
tape	C	4
test	C	2
ah	C	1
condamed	C	1
affirm	C	1
reaffirm	C	2
nobody	C	6
near	C	1
intention	C	15
goes	C	25
avaliable	C	1
violate	C	12
willingness	C	4
benefit	C	3
taiyuan	C	2
recording	C	4
ensured	C	1
picked	C	15
reconciliation	C	6
morning	C	11
everything	C	37
smoothly	C	2
use	C	31
building	C	10
reconciling	C	1
duties	C	4
sep	C	3
vcc	C	1
checked	C	97
advance	C	16
4pm	X	1
cks	C	4
feb	C	1
event	C	3
birthday	C	2
aboutyou	C	1
inspect	C	2
sir	C	3
septmber	C	1
15ththe	X	1
victims	C	1
policethey	C	1
monitor	C	2
commit	C	6
crime	C	102
somenody	C	1
worry	C	5
concession	C	3
comment	C	2
confess	C	1
grab	C	4
hurting	C	1
latter	C	3
smooth	C	1
accusation	C	2
love	C	92
isn	F	53
motorcycles	C	7
meeting	C	8
agree	C	40
floors	C	1
residence	C	1
secondly	C	2
republic	C	11
china	C	11
car	C	17
kb	C	2
polices	C	1
violating	C	6
procession	C	2
compensate	C	1
best	C	16
arrange	C	50
compensation	C	57
remind	C	2
betray	C	2
kb485	X	2
violent	C	2
violated	C	8
seeing	C	6
solve	C	13
payment	C	7
birthdate	C	1
understood	C	2
peace	C	4
proofs	C	1
national	C	5
due	C	7
con	C	3
each	F	100
      	X	13
passprt	C	1
ot	C	1
invest	C	2
taoyouan	C	1
ariport	C	1
male	C	11
mortorcyce	C	1
zero	C	1
victimthe	C	1
burglar	C	1
gates	C	1
appologise	C	1
bargin	C	1
helpyou	C	1
soo	C	1
bargining	C	1
febuary	C	1
fluently	C	7
information	C	56
acctable	C	1
sharply	C	1
sections	C	1
clues	C	2
bushion	C	1
internation	C	1
policethe	C	1
identified	C	2
looking	C	2
camera	C	2
dayplease	C	1
stuff	C	7
accusing	C	4
never	C	28
stuitable	C	1
living	C	92
cctvbecause	C	1
nottoday	C	1
doneyou	C	1
00a	X	1
resolve	C	1
forth	C	3
duty	C	3
force	C	16
department	C	2
appoint	C	4
successfully	C	27
appointment	C	2
naame	C	1
lawer	C	1
  international	X	1
inspector	C	1
aim	C	5
platform	C	11
cat	C	2
accusor	C	1
oclock	C	1
owener	C	1
proper	C	6
buliding	C	1
atter	C	1
attorney	C	13
investigated	C	9
motorbike	C	58
kb40	X	1
haven	F	8
pro	C	5
provided	C	57
lately	C	1
policeafter	C	1
cctv	C	39
crimes	C	1
fabuary	C	1
appropriate	C	24
privileges	C	1
advantaged	C	1
mister	C	2
thousand	C	32
down	F	15
build	C	1
ability	C	40
stepmebr	C	1
shown	C	5
body	C	18
sorted	C	1
sympathize	C	1
changed	C	6
suitable	C	34
dealing	C	11
defy	C	1
evaluate	C	14
license	C	3
pol	C	1
footage	C	1
conduct	C	1
simply	C	10
negotiate	C	5
between	F	279
accusant	C	1
surveillance	C	1
perform	C	1
clue	C	2
illegal	C	12
apologies	C	2
method	C	4
complement	C	1
kb45	X	1
supervisor	C	1
wanna	C	1
agreement	C	23
arranged	C	9
holder	C	1
4f	X	1
quiet	C	1
employ	C	1
kb450	X	1
nearby	C	1
hereby	C	1
beneficial	C	1
thoroughly	C	1
scooter	C	3
kc1f5	X	1
scanned	C	1
accepting	C	1
standard	C	2
idea	C	12
respond	C	3
occur	C	2
valid	C	2
hour	C	16
monetary	C	47
  room	X	1
follows	C	3
uh	C	11
space	C	13
raised	C	3
compense	C	2
pay	C	111
ended	C	57
child	C	318
rearing	C	112
arc	C	90
tsai	C	71
yun	C	22
shi	C	18
h280848918	X	17
chungshan	C	1
shilin	C	12
ferry	C	19
johnson	C	28
tasi	C	1
lawyers	C	27
positions	C	3
divorce	C	206
ongoing	C	1
verbal	C	26
attack	C	38
kid	C	8
capable	C	12
wife	C	232
suspected	C	17
daughter	C	485
sole	C	38
custody	C	254
care	C	62
jobs	C	87
estimate	C	6
much	C	77
month	C	68
canada	C	80
visitation	C	30
cut	C	15
tie	C	13
mother	C	79
argument	C	23
plea	C	73
recent	C	3
future	C	6
currently	C	15
husband	C	670
separated	C	20
six	C	43
months	C	184
divorcing	C	12
ago	C	72
far	C	33
hadn	F	4
lived	C	44
circumstances	C	23
son	C	78
marriage	C	156
fighting	C	12
old	C	104
years	C	196
moved	C	65
stayed	C	27
smaller	C	21
bigger	C	15
environment	C	48
objective	C	25
change	C	14
situations	C	9
stays	C	11
win	C	4
ten	C	26
stand	C	1
canadian	C	22
raise	C	47
house	C	103
offered	C	8
list	C	24
asset	C	25
earn	C	18
least	C	9
rear	C	16
settled	C	3
friday	C	25
faster	C	2
social	C	65
houses	C	8
account	C	2
interactions	C	5
decision	C	31
sahred	C	1
sometimes	C	53
father	C	20
shouldn	F	17
their	F	85
preparation	C	86
thirteen	C	14
chung	C	11
beside	C	23
doubt	C	52
lives	C	56
children	C	67
than	F	42
per	C	13
salary	C	4
recently	C	12
separate	C	9
seek	C	90
dicuss	C	1
hisband	C	2
bear	C	8
fit	C	2
finical	C	3
provide	C	31
courts	C	3
forty	C	16
revil	C	1
week	C	3
verdict	C	7
soon	C	16
evaluation	C	25
refer	C	3
share	C	14
sometime	C	7
resolution	C	2
shih	C	19
opinions	C	7
fight	C	23
longer	C	32
country	C	52
opinion	C	41
short	C	6
apart	C	9
long	C	78
sun	C	1
presently	C	1
originally	C	3
considering	C	6
circumstance	C	12
worse	C	7
borne	C	1
stable	C	75
anytime	C	6
environmental	C	4
given	C	31
sent	C	257
along	C	14
consideration	C	10
sharing	C	1
pass	C	3
port	C	1
sec	C	16
getting	C	24
having	F	56
strive	C	10
though	C	37
concerning	C	20
separating	C	1
opposite	C	1
position	C	19
aren	F	6
moving	C	25
environmentally	C	1
pregnant	C	6
birth	C	5
granted	C	25
grow	C	12
wage	C	4
thousands	C	2
evaluations	C	3
separately	C	4
reference	C	4
definition	C	2
period	C	55
opportunities	C	2
and   	X	3
yourself	F	16
although	C	20
hasn	F	2
suspect	C	52
personal	C	20
yu	C	84
hometown	C	2
steady	C	10
afford	C	5
arising	C	1
expenditure	C	1
dollars	C	98
sentence	C	121
express	C	20
reports	C	5
keeping	C	1
cai	C	23
zhongcheng	C	8
lin	C	14
reasons	C	48
understandings	C	1
raising	C	11
calculate	C	2
transform	C	1
separation	C	1
half	C	1
current	C	10
sill	C	1
imagine	C	1
cover	C	1
growth	C	1
lists	C	1
nt	C	8
stage	C	1
examined	C	2
defined	C	1
firstly	C	5
changes	C	3
thoughts	C	9
zhongzheng	C	12
avoid	C	9
attacking	C	1
defense	C	2
concerns	C	7
talking	C	19
worked	C	22
enough	C	7
spent	C	8
endure	C	1
furthermore	C	13
expense	C	1
earlier	C	7
accompanying	C	2
schedule	C	4
opportunity	C	3
passort	C	1
hung	C	2
shin	C	8
xong	C	1
east	C	1
viewpoints	C	1
undergoing	C	2
urged	C	1
amount	C	13
conservatively	C	1
forever	C	3
become	C	14
isolate	C	1
born	C	1
effort	C	5
high	C	26
possibility	C	8
fee	C	1
progress	C	6
concern	C	14
examine	C	17
domestic	C	1
rc087828118	X	2
ac204891874	X	3
chiai	C	2
yon	C	1
view	C	2
comes	C	8
receive	C	39
upon	C	5
ex	C	4
alone	C	3
parent	C	2
privilege	C	1
nowtherefore	C	1
gain	C	5
expect	C	3
moth	C	1
moths	C	3
yeas	C	1
cutosty	C	1
strike	C	2
youthey	C	1
childand	C	1
evaluationsbefore	C	1
started	C	53
results	C	3
proceed	C	4
aiming	C	1
aims	C	1
knows	C	6
feel	C	17
possibly	C	3
count	C	5
counted	C	2
ties	C	3
accommodation	C	3
striving	C	2
improved	C	1
yet	C	7
borned	C	1
pain	C	1
owned	C	1
approximately	C	6
trail	C	14
accompany	C	2
afterward	C	1
themselves	F	2
matrimonial	C	2
wonder	C	11
regularly	C	6
engage	C	1
manbased	C	1
total	C	4
argue	C	4
absolutely	C	1
nationality	C	1
y	F	1
interaction	C	17
deciding	C	1
joint	C	3
spend	C	12
resume	C	1
honor	C	11
fulltime	C	2
advantages	C	1
basis	C	1
degree	C	521
staying	C	11
apartment	C	4
baby	C	3
candadian	C	1
copy	C	2
decisions	C	2
roughly	C	1
relationship	C	266
shr	C	2
f5	X	2
jung	C	1
nt40000	X	1
fast	C	1
sees	C	1
